date_utc,product_slug,bucket,severity,verdict,script_eur,manual_eur,delta_eur,script_url,manual_url,query_used,notes
2026-07-16,redmagic_11_pro,sofort,P0,gap_missed,,700,,https://www.ebay.de/itm/398181403334,redmagic 11 pro,script empty valid phone over limit
2026-07-16,redmagic_11_pro,auktion,P0,gap_missed,,519.36,,https://www.ebay.de/itm/327257689079,redmagic 11 pro auction,script empty valid phone over limit

